frameNo,left,top,w,h,conf,lat,long,alt
1417,3461.0,1322.0,39.0,26.0,0.0,23.055988,72.506014,132.592
1418,3452.0,1322.0,39.0,27.0,0.0,23.055988,72.506014,132.596
1419,3446.0,1322.0,38.0,26.0,0.0,23.055988,72.506014,132.596
1420,3433.0,1320.0,41.0,27.0,0.0,23.055988,72.506014,132.596
1421,3419.0,1320.0,41.0,27.0,0.0,23.055988,72.506014,132.596
1422,3409.0,1319.0,40.0,28.0,0.0,23.055988,72.506014,132.596
1423,3397.5,1319.75,40.25,27.75,0.0,23.055988,72.506014,132.596
1424,3386.0,1320.5,40.5,27.5,0.0,23.055988,72.506014,132.596
1425,3374.5,1321.25,40.75,27.25,0.0,23.055988,72.506014,132.596
1426,3363.0,1322.0,41.0,27.0,0.0,23.055988,72.506014,132.596
1427,3356.0,1322.0,40.0,27.0,0.0,23.055988,72.506014,132.596
1428,3343.0,1322.0,42.0,27.0,0.0,23.055988,72.506014,132.596
1429,3330.0,1323.0,41.0,27.0,0.0,23.055988,72.506014,132.596
1430,3320.0,1323.0,41.0,27.0,0.0,23.055988,72.506014,132.602
1431,3310.1388888888887,1323.361111111111,40.861111111111114,26.97222222222222,0.0,23.055988,72.506014,132.60216666666668
1432,3300.277777777778,1323.7222222222222,40.72222222222222,26.944444444444443,0.0,23.055988,72.506014,132.60233333333335
1433,3290.4166666666665,1324.0833333333333,40.583333333333336,26.916666666666668,0.0,23.055988,72.506014,132.6025
1434,3280.5555555555557,1324.4444444444443,40.44444444444444,26.88888888888889,0.0,23.055988,72.506014,132.60266666666666
1435,3270.6944444444443,1324.8055555555557,40.30555555555556,26.86111111111111,0.0,23.055988,72.506014,132.60283333333334
1436,3260.8333333333335,1325.1666666666667,40.166666666666664,26.833333333333332,0.0,23.055988,72.506014,132.603
1437,3250.972222222222,1325.5277777777778,40.02777777777778,26.805555555555557,0.0,23.055988,72.506014,132.60316666666668
1438,3241.1111111111113,1325.888888888889,39.888888888888886,26.77777777777778,0.0,23.055988,72.506014,132.60333333333332
1439,3231.25,1326.25,39.75,26.75,0.0,23.055988,72.506014,132.6035
1440,3221.3888888888887,1326.611111111111,39.611111111111114,26.72222222222222,0.0,23.055988,72.506014,132.60366666666667
1441,3211.527777777778,1326.9722222222222,39.47222222222222,26.694444444444443,0.0,23.055988,72.506014,132.60383333333334
1442,3201.6666666666665,1327.3333333333333,39.333333333333336,26.666666666666668,0.0,23.055988,72.506014,132.604
1443,3191.8055555555557,1327.6944444444443,39.19444444444444,26.63888888888889,0.0,23.055988,72.506014,132.60416666666666
1444,3181.9444444444443,1328.0555555555557,39.05555555555556,26.61111111111111,0.0,23.055988,72.506014,132.60433333333333
1445,3172.0833333333335,1328.4166666666667,38.916666666666664,26.583333333333332,0.0,23.055988,72.506014,132.6045
1446,3162.222222222222,1328.7777777777778,38.77777777777778,26.555555555555557,0.0,23.055988,72.506014,132.60466666666667
